message,label
hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx,0
ü v fan,0
pathaya enketa maraikara pa,0
sorryin meeting ill call later,0
cant keep talking people sure pay agree price pls tell want really buy much willing pay,0
today offer claim ur £ worth discount voucher text yes savamob member offer mobile c £ sub unsub reply x,1
fyi im gon na call sporadically starting like ltgt bc doin shit,0
oh grand bit party doesnt mention cover charge probably first come first served,0
sorry ill call later,0
true passable get high score apply phd get year salary make life easier,0
good morning im suffering fever dysentry able come office today,0
okie thanx,0
kkwhen give treat,0
wait thats still clear sure sarcastic thats x doesnt want live u,0
started dont stop pray good idea anything see help guy ill forward link,0
please call immediately urgent message waiting,1
life style garment account please,0
hello beautiful r u ok ive kinda ad row wiv walked pub wanted night wiv u miss u,0
come right ahmad,0
lolnice went fish water,0
said right giggle saw u would possibly first persondie nvq think much could,0
today im workin free oso gee thgt u workin ur frens shop,0
yeah get random dude need change info sheet party ltgt never study safe,0
knowyetunde hasnt sent money yet sent text bother sending dont involve anything shouldnt imposed anything first place apologise,0
therell minor shindig place later tonight interested,0
sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,0
surfing online store offer want buy thing,0
cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day,0
symptom u love u like listening song u get stopped u see name beloved u wont get angry,0
ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,0
good morning dear shijutta great amp successful day,0
slept timeyou,0
u early,0
well done luv ya,0
bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,1
ranjith cal drpd deeraj deepak min hold,0
hows ur paper,0
dude ive seeing lotta corvette lately,0
nothing meant money enters account bank remove flat rate someone transfered ltgt account ltgt dollar got removed bank differ charge also differbe sure trust ja person sending account detail co,0
twenty past five said train durham already coz reserved seat,0
well keep mind ive got enough gas one round trip barring sudden influx cash,0
hiya last night ive naughty bought clothes little ready shopping tho kind time wan na meet,0
he really skateboarding despite fact get thrown wind bandage shit arm every five minute,0
sir waiting letter,0
princess,0
want funk ur fone weekly new tone reply tonesu text wwwringtonescouk original n best tone gbp network operator rate apply,1
yes completely formclark also utter waste,0
thanks message really appreciate sacrifice im sure process direct pay find way back test tomorrow im class wonderful day,0
life never much fun great came made truly special wont forget enjoy one gbpsms,1
hi u want join sts later meeting five call u class,0
urgent mobile £ bonus caller prize nd attempt reach call asap boxnqp ppm,1
awesome lem know whenever youre around,0
im good thinking,0
hidid asked waheeda fathima leave,0
messageno responcewhat happend,0
cheer message zogtorius ive staring phone age deciding whether text,0
im really still tonight babe,0
sorry ill call later,0
happy new year u,0
people dogging area call join like minded guy arrange there evening a£ minapn lsbb,1
oz guy kinda flaky one friend interested picking ltgt worth tonight possible,0
lara said loan ltgt,0
bu voucher wc marsms log onto wwwbutelecom discount credit opt reply stop customer care call,1
one teach ship car,0
ok,0
much payed suganya,0
dont understand message,0
credit topped httpwwwbubbletextcom renewal pin tgxxrz,1
new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddycom txt one name rpl stop cnl,1
u havent lost ill always b ui didnt intend hurt u never knew u felt iwasmarinethats itriedtell urmomi careabout u,0
ok im gon na head usf like fifteen minute,0
yes finished watching day life love,0
ohas usual vijay film different,0
time come tomorrow,0
shall fine avalarr hollalater,0
could work well reach consensus next meeting,0
let make saturday monday per convenience,0
reached home tired come tomorro,0
ok problem yup im going sch rem correctly,0
ya nice ready thursday,0
kyou girl waiting reception ah,0
ah well confuses thing ‘,0
taka lor wat time u wan come n look u,0
got lot hair dresser fr china,0
k ill,0
k wat tht incident,0
information ikea spelled cap yelling thought left sitting bed among mess came said going got home class please dont try bullshit make want listen le,0
hiya u paying money account thanks got pleasant surprise checked balance u c dont get statement acc,0
dont anybodys number still havent thought tactful way ask alex,0
yup already thanx printing n handing,0
oh send address,0
ok april cant wait,0
ah poop look like ill prob send laptop get fixed cuz gpu problem,0
ü neva tell noe im home da aft wat,0
heard u call rude chat private line cum wan c pic gettin shagged text pix end send stop sam xxx,1
sorry ill call later,0
urgh coach hot smell chip fat thanks especially duvet predictive text word,0
mobile numberpls sm ur mail idconvey regard achanammarakheshqatar,0
hi babe thanks coming even though didnt go welli wanted bed hope see soon love kiss xxx,0
win £ shopping spree every week starting play text store skilgme tscs winawk age £perweeksub,1
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parent kidz friend n colleague screaming surprise waiting sofa naked,0
ok lor u wan go look u,0
ok prob ill come lunch,0
kind missed train co asthma attack nxt one half hr driving sure park,0
thanks yesterday sir wonderful hope enjoyed burial mojibiola,0
yo dude guess got arrested day,0
kkwhat detail want transferacc enough,0
wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya,0
rajipls favour pls convey birthday wish nimya pls today birthday,0
cant speak bcaz mobile problem listen cannt listen voice call later,0
want get laid tonight want real dogging location sent direct ur mob join uk largest dogging network bt txting gravel nt eca pmsgp,1
yeah thats impression got,0
eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win £ cash wkentp,1
yeah wheres class,0
sorry got late start way,0
… anyway many good evening u,0
aight text youre back mu ill swing need somebody get door,0
ltgt thats guess thats easy enough,0
message sent askin ltgt dollar shoul pay ltgt ltgt,0
wats da decision,0
joining today formallypls keep prayingwill talk later,0
new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls£minmobsmore lkpoboxhpfl,1
pls tell nelson bb longer comin money expecting aint coming,0
okey dokey swashbuckling stuff oh,0
ü come,0
yes know cheesy song frosty snowman,0
thank princess sexy,0
ive reached sch already,0
one talking,0
good sleep rhythm person establish rhythm body learn use want know,0
aight sound good want come,0
ok,0
samus shoulder yet,0
finished work yet something,0
hey come online use msn,0
like hotel dusk game think solve puzzle area thing,0
ducking chinchilla,0
nice day impressively sensible went home early feel fine boring whens cant remember,0
mean left early check co im working,0
nothin come mind ü help buy hanger lor ur laptop heavy,0
fine thanks,0
mmmm cant wait lick,0
omg joanna freaking shes looked thru friend find photo shes asking stuff myspace havent even logged like year,0
ive trying reach without success,0
ok,0
sorry dai thought calling lot timeslil busyi call noon,0
yeah work fine started last week stuff dull easy guy fun,0
yeah got v apologetic n fallen actin like spoilt child got caught till wont go badly cheer,0
nokia phone lovly,0
ok lor wat time ü finish,0
he apparently bffs carly quick,0
guaranteed latest nokia phone gb ipod mp player £ prize txt wordcollect tcllc nyusa pmt msgrcvd,1
im late tellmiss im way,0
mm asked call radio,0
hi probably much fun get message thought id txt u co im bored james farting night,0
de asking like,0
bought one ringtone getting text costing pound offering tone etc,1
great im church holla get,0
good morning princess,0
ic lol play door sometime yo,0
cancelled yeah baby well sound important understand darlin give ring later fone love kate x,0
nojst change tat,0
nah man car meant crammed full people,0
heard u call night knickers make beg like u last time xx luv nikiyunet,1
dare ask luck sorting car,0
true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,0
call senthil hsbc,0
ive reached already,0
love daddy make scream pleasure going slap as dick,0
sorry dude dont know forgot even dan reminded sorry hope guy fun,0
new local date area lot new people registered area reply date start wwwflirtpartyus reply,1
oops ltgt,0
lasting much hour might get lucky,0
text meet someone sexy today u find date even flirt u join p reply name age eg sam msg recdthirtyeight penny,1
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parent kidz friend n colleague screaming surprise waiting sofa naked,0
r u yet im wearing blue shirt n black pant,0
get dump heap mom decided come lowes boring,0
never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning,0
oh ho first time u use type word,0
thnx dude u guy nite,0
wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care,0
id like tell deepest darkest fantasy call pmin stop text call nat rate,1
dunno lei might b eatin wif frens ü wan eat wait ü lar,0
edison rightly said fool ask question wise man answer know u speechless viva gmgngegnt,0
congrats year special cinema pas call c suprman v matrix starwars etc free bxipwe pm dont miss,1
ü write wat,0
guess could good excuse lol,0
probably im almost gas get cash tomorrow,0
want new video phone anytime network min half price line rental free text month reply call free delivery,1
cbe chennai,0
natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd,1
anetworks allow company bill sm responsible supplier shop give guarantee sell b g,1
sea lay rock rock envelope envelope paper paper word,0
u wana see,0
still looking job much ta earn,0
aiyo co sm ü ü neva reply wait ü reply lar tot ü havent finish ur lab wat,0
ew one,0
hey late im amk need drink tea coffee,0
said would woke,0
yup,0
yo watching movie netflix,0
pls need dat slowly vomit,0
good evening,0
gosh pain spose better come,0
dont make life stressfull always find time laugh may add year life surely add life ur year gud niswt dream,0
want go perumbavoor,0
dont send plus hows mode,0
let pool money together buy bunch lotto ticket win get ltgt u get ltgt deal,0
dont know support as srt thnk think p play usb,0
thanks chikku gud nyt,0
interflora its late order interflora flower christmas call place order midnight tomorrow,1
never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,0
yup ive finished c ü,0
still havent collected dough pls let know go place sent get control number,0
,0
hi harishs rent transfred ur acnt,0
bluray player,0
free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply over,1
ive told ive returned order,0
oh gei happend tron maybe ill dl,0
liked new house,0
geeee miss already know think fuck cant wait till next year together loving kiss,0
waiting call sir,0
hmm ill think ok youre forgiven,0
free unlimited hardcore porn direct mobile txt porn get free access hr chrgdp per day txt stop exit msg free,1
ever easier,0
infact happy new year seeing,0
wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
omg want scream weighed lost weight woohoo,0
want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,1
lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto,1
housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,0
hey booked kb sat already lesson going ah keep sat night free need meet confirm lodging,0
tell quite long co havent finish film yet,0
keep ur problem ur heart bcoz nobody fight u u amp u fight ur self amp win battle vivekanand g sd,0
missed call cause yelling scrappy miss u cant wait u come home im lonely today,0
merry christmas babe love ya kiss,0
wana plan trip sometme,0
love give massage use lot baby oil fave position,0
sfine anytime best,0
could read love answered,0
company goodenvironment terrific food really nice,0
like made throw smoking friend car one time awesome,0
ok noe ure busy im really bored msg u oso dunno wat colour choose one,0
brother transfered ltgt ltgt pa,0
anything,0
im boat still mom check yo im half naked,0
im home please call,0
vote wherever heart guide,0
noe la u wana pei bf oso rite k lor day den,0
u still havent got urself jacket ah,0
im saying havent explicitly told nora know someone im probably gon na bother,0
dont know shes getting message,0
sir waiting mail,0
k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,0
remind hr,0
im driving raining ill get caught e mrt station lor,0
xy trying smth u eat already havent,0
valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentine day advance,0
please call customer service representative ampm guaranteed £ cash £ prize,1
new message please call,1
take like noon,0
right wasnt phoned someone number like,0
bought test yesterday something let know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,0
please da call mistake side sorry da pls da goto doctor,0
hello going village pub either come accordingly ok,0
aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee,0
there someone year ltgt toyota camry like mr olayiwolas mileage ltgt kit clean need know much sell raise dough soon landing sell holla back,0
yo yo yo byatch whassup,0
wat r u,0
ha u jus ate honey ar sweet,0
valentine day special win £ quiz take partner trip lifetime send go pmsg rcvd custcare,1
urgent nd attempt contact uu £call b tcsbcmwcnxxcallcostppmmobilesvary max£,1
mmmmmm love youso much ahmad cant wait year begin every second take closer side happy new year love,0
tuition hm go one mind,0
usualiam fine happy amp well,0
daily text – favour time,0
awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx,0
drop tank,0
stitch trouser,0
sorry cant help,0
ok thanx gd nite ü,0
well imma definitely need restock thanksgiving ill let know im,0
sorry ill call later,0
cant pick phone right pls send message,0
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish,0
weightloss girl friend make load money ebay something give thanks god,0
whats feathery bowa something guy dont know,0
hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want man gang bang,0
haha awesome minute,0
dear uve invited xchat final attempt contact u txt chat,1
want ltgt r dado,0
im work please call,0
u wake already wat u u picking u later rite im taking sq reaching ard smth like dat u check e arrival time c ya soon,0
da good good playerwhy unsold,0
ok ksry knw sivatats askd,0
dont show far put new picture facebook,0
home lei,0
somebody set website play hold em using eve online spacebucks,0
ü ask dad pick ü lar ü wan stay meh,0
mystery solved opened email he sent another batch isnt sweetie,0
mah b ill pick tomorrow,0
thank winner notified sm good luck future marketing reply stop customer service,1
guy planning coming,0
excellent spent ltgt year air force iraq afghanistan stable honest like traveling,0
tired havent slept well past night,0
im going bath msg next ltgt min,0
mean come chase stated watch many movie want,0
yetunde im class run water make ok pls,0
chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,1
mathews tait edward anderson,0
aight lem know whats,0
friendship game play word say doesnt start march end may tomorrow yesterday today e,0
make girl happy difficult make girl happy u need friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,0
plz tell an bslvyl sent via fullonsmscom,0
surly ill give coming review,0
ok come ur home half hour,0
jay snickering tell x totally fucking chord speak,0
please call customer service representative freephone ampm guaranteed £ cash £ prize,1
yet chikkuwat abt u,0
wheres mummy boy good bad positive negative mummy made wait hmmmm,0
laid airtel line rest,0
wat r u busy wif work,0
oh u must taken real valentine shopping first,0
meant say cant wait see u getting bored bridgwater banter,0
tick tick tick babe,0
aiyo bit pai seh ü noe scared dun rem die hee become better lookin oredi leh,0
okie,0
ok,0
madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala,0
nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info,1
yeah probs last night obviously catching speak soon,0
happy birthday youdearwith lot loverakhesh nri,0
urgent ur £ guaranteed award still unclaimed call closingdate claimcode mm £pmmorefrommobilebremovedmobypoboxlsyf,1
going sao mu today done,0
urgent mobile number awarded ukp prize guaranteed call landline claim valid hr ppm,1
oh thats late well good night give u call tomorrow iam going go sleep night night,0
u sure u cant take sick time,0
arr birthday today wish get oscar,0
wonder phone battery went dead tell love babe,0
aight ill hit get cash,0
want talk,0
eh den sat u book e kb liao huh,0
havent heard anything he answering text im guessing flaked said jb fantastic,0
yeah probably,0
£ winner guaranteed caller prize final attempt contact claim call ppmpoboxbhambxe,1
going college pa else ill come self pa,0
private account statement show unredeemed point call identifier code expires,1
dont cancer mom making big deal regular checkup aka pap smear,0
good night going sleep,0
nt joking seriously told,0
feb ltgt love u day send dis ur valued frnds evn come back ull gt married person u luv u ignore dis u lose ur luv evr,0
im home please call,0
said ü dun haf passport smth like dat ü juz send email account,0
apps class varaya elaya,0
ok lor,0
av new number wil u use oneta,0
new theory argument win situation loses person dont argue ur friend kick amp say im always correct,0
sif one good partnership going take lead,0
tunji hows queen wishing great day abiola,0
likely called mittelschmertz google dont paracetamol dont worry go,0
speaking cash yet,0
actually decided hungry havent left yet v,0
kkhow training process,0
k sent,0
stop old man get build snowman snow angel snowball fight,0
sorry sir call tomorrow senthilhsbc,0
though shd go n fun bar town something – sound ok,0
private account statement,1
try something dear read something exam,0
first answer question,0
schedule next week town weekend,0
good stuff,0
thanks ringtone order reference number x mobile charged tone arrive please call customer service,1
hi spoke maneesha v wed like know satisfied experience reply toll free yes,0
urgent mobile number awarded £ bonus caller prize call land line valid hr,1
babe got enough money pick bread milk ill give back get home,0
cool last little getting time soon,0
oh way food fridge want go meal tonight,0
urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm,1
wait u lor need feel bad lar,0
purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,0
great princess love giving receiving oral doggy style fave position enjoy making love ltgt time per night,0
sorry ill call later,0
uncle atlanta wish guy great semester,0
yo jp hungry like mofo,0
im job profile seems like bpo,0
todaysundaysunday holidayso work,0
could ask carlos could get anybody else chip,0
hmmm mayb try e shoppin area one forgot e name hotel,0
part checking iq,0
dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense,0
r many modelsony ericson also der ltgt luks good bt forgot modl,0
otherwise part time job natuition,0
guess somebody know secretly fancy wan na find give u call landline dateboxessexcmxn pmin,1
ok leave need ask,0
height recycling read twice people spend time earning money money spent spending time good morning keep smiling,0
petey boy whereare friendsare thekingshead come canlove nic,0
ok pa nothing problem,0
think move ltgt week,0
ü dun need pick ur gf,0
gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feel walking heaven princegn,0
ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,0
would ip address test considering computer isnt minecraft server,0
good thing im getting connection bw,0
neva mind ok,0
yes possible dint try pls dont tell one k,0
training tomorrow,0
saw guy doll last night patrick swayze great,0
tomorrow going theatre come wherever u call tell come tomorrow,0
one slice one breadstick lol,0
goodnight da thangam really miss u dear,0
monthly amount terrible pay anything till month finishing school,0
ill text creepy like wont think forgot,0
dont thnk wrong calling u,0
get gandhipuram walk cross cut road right side ltgt street road turn first right,0
wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
currently message awaiting collection collect message call,1
aathiwhere dear,0
sorry im stil fucked last nite went tobed got work,0
u coming back dinner rite dad ask confirm wif u,0
yup msg tat yijue tot group mate co meeting today mah im askin ü leaving earlier wat mah co mayb ü haf walk v far,0
new year plan,0
sir need axis bank account bank address,0
entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went,0
issue right ill fix tomorrow,0
total disappointment texted craziest shit got,0
hmv bonus special pound genuine hmv voucher answer easy question play send hmv infowwwpercentrealcom,1
g want know fuck,0
yo im parent gettin cash good news picked downstem,0
urgent trying contact last weekend draw show £ prize guaranteed call claim code valid hr,1
great hear settling well whats happenin wit ola,0
get ready moan scream,0
yes nigh cant aha,0
kkhow sister kid,0
k k sm chat,0
told dr appt next week think im gon na die told check nothing worried didnt listen,0
dont know thing thats wrong everyso often panicks start goin bout bein good enough …,0
yeah open chat click friend list make list easy pie,0
hmmmhow many player selected,0
hi frnd best way avoid missunderstding wit beloved one,0
check audreys status right,0
really crashed cuddled sofa,0
little darling far week need coffee run tomocant believe time week already …,0
kent vale lor ü wait ar,0
goodmorning today late ltgt min,0
thats fine got enough bud last night least,0
must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,0
site simulate test give tough question test readiness,0
omg u know ate,0
im home,0
sian aft meeting supervisor got work liao u working,0
customer place call,0
congratulation u claim vip row ticket c blu concert november blu gift guaranteed call claim tscs wwwsmsconet cost£max,1
ltgt g saw day ago guy want sell wifi ltgt g ltgt thats blanked,0
lover need,0
freemsgfav xmas tonesreply real,1
hey happen de alright,0
o called ubandu run without installing hard diskyou use o copy important file system give repair shop,0
alreadysabarish asked go,0
ask princess,0
thread wishlist section forum ppl post nitro request start last page collect bottom,0
u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,0
yes obviously eggspert potato head… speak soon,0
whats house beer,0
claim shopping spree call mobstorequizppm,1
ü call make sure dat ive woken,0
hope scared,0
sno competition,0
pls send correct name da,0
go ok na,0
hello love get interview today happy good boy think meare missing,0
thanks honey great day,0
dude saw parked car sunroof popped sux,0
shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,0
yup studying surfing lor im e lazy mode today,0
driving training,0
probably still going stuff,0
sitting mu waiting everyone get suite take shower,0
one,0
dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r,0
plm come da way,0
congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music,1
get class bsn like ltgt minute know advising,0
thanks looking really appreciate,0
hope know im still mad,0
say thanks,0
hi durban still number,0
waaaat lololo ok next time,0
kkhow much cost,0
please come imin towndontmatter urgoin outlrjust reallyneed docdplease dontplease dontignore mycallsu thecd isvimportant tome moro,0
babe lost try rebooting,0
went ur hon lab one,0
oops sorry check dont mind picking tomo half eight station would ok,0
im free,0
x course yr message messenger lik r sending,0
missing toopray inshah allah,0
hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u,0
forgot take year shower sorry atyour phone dead yet,0
ok juz receive,0
dont file bagi work called mei tell find anything room,0
mm umma ask vava also come tell play later together,0
youll rcv msg chat svc free hardcore service text go u get nothing u must age verify yr network try,1
p alfie moon child need song ur mob tell ur m txt tone charity nokias poly charity polys zed profit charity,1
knew u slept v late yest wake late,0
cha quiteamuzing thatscool babeprobpop cu satthen hunny brekkie love jen xxx psxtra lrg portion please,0
ur chance win £ wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,1
thanks da thangam feel happy dear also miss da,0
tall princess,0
haha okay today weekend leh,0
happy baby alright take job hope fine send kiss make smile across sea kiss kiss,0
dun believe wat,0
youll never believe actually got taunton wow,0
ah well confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come co money,0
come sec there somebody want see,0
desire u going doctor liver get bit stylish get ur hair managed thats,0
que pas un buen tiempo something like,0
miss much im desparate recorded message left day listen hear sound voice love,0
message great doctor india drink appy fizz contains cancer causing age,0
u nokia plus free digital camera u get u win free auction take part send nokia poboxtcrw,1
time ‘ prob,0
u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh,0
play w computer aiyah tok u lor,0
think still car,0
camera awarded sipix digital camera call fromm landline delivery within day,1
excellent ill see riley plan,0
u workin overtime nigpun,0
good well find way,0
thanx lot ur help,0
escape theatre going watch kavalan minute,0
please call immediately urgent message waiting,1
guess somebody know secretly fancy wan na find give u call landline dateboxessexcmxn pmin,1
housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,0
ur luck love someone ur fortune love one love u miracle love person cant love anyone except u gud nyt,0
jus reached home go bathe first si using net tell u finish k,0
hicts employee,0
didnt get second half message,0
r ü going today meeting,0
remains bro amongst bros,0
talk g x,0
wil ltgt minute got space,0
dun believe u thk u told,0
sent like,0
one doesnt stalk profile,0
drive read need write,0
usually take fifteen fucking minute respond yes question,0
im ok wif co like try new thing scared u dun like mah co u said loud,0
water logging desert geoenvironmental implication,0
hello orange month free access game news sport plus free text photo message reply yes term apply wwworangecoukow,1
im working technical support voice processnetworking field,0
oh phone phoned disconnected,0
finally ready fyi,0
garage key arent bookshelf,0
oh really perform write paper go movie home midnight huh,0
stomach thru much trauma swear cant eat better lose weight,0
ü give time walk,0
wonder got online love gone net cafe get phone recharged friend net think boytoy,0
sorry ill call later,0
ya ü taking ure practical lesson start june,0
rofl true name,0
im glad following dream,0
aight im chillin friend room text youre way,0
true easier,0
dont want hear anything,0
pls send company name saibaba colany,0
great hope using connection mode men also co never know old friend lead today,0
hey sathya till dint meet even single time saw situation sathya,0
wow never realized embarassed accomodations thought liked since best could always seemed happy cave im sorry didnt dont give im sorry offered im sorry room embarassing,0
take away money worry,0
whats ur pin,0
sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr £ sptyrone,1
finish liao u,0
today voda number ending selected receive award hava match please call quoting claim code standard rate app,1
wwwapplausestorecom monthlysubscriptionpmsg maxmonth tcsc web age stop txt stop,1
kkapo kgood movie,0
ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi first wishing u theseyours raj,0
send naughty pix,0
send print out da,0
u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care,1
know result,0
mean fat head,0
treasure every moment spend together,0
ill probably tomorrow even later tonight somethings going,0
hey leave friday wait ask superior tell,0
hey there veggie pizza,0
loan purpose £ £ homeowner tenant welcome previously refused still help call free text back help,1
much blackberry bold nigeria,0
think asking gym excuse lazy people jog,0
hey r ü still online ive finished formatting,0
ha ha cool cool chikku chikkudb,0
sorry ill call later,0
aight latest probably closer jay tyler two trip,0
indeed way either,0
taco raja burrito right,0
yeah jay sort fucking retard,0
ugh fuck im resubbing eve,0
si catching e show e afternoon im watching w c u wan watch today tmr lor,0
hopeing ‘ pissed remember gone sister something,0
nope forgot show next week,0
old orchard near univ,0
nw came hme da,0
ü send content page,0
keep payasam rinu brings,0
hiya stu wot u im much truble home moment evone hate even u wot hell av done wont u tell text bck please luv dan,0
cant u try new invention flyim joking,0
electricity went fml,0
reach telling dont know,0
yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night,0
much dirty fellow,0
thinking going reg pract lesson flung advance haha wat time u going,0
kkim also finewhen complete course,0
jus finished avatar nigro,0
hey pay salary de ltgt,0
dear good morning feeling dear,0
want kfc tuesday buy meal gravy mark,0
simple arithmetic percentage,0
thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still,0
bloomberg message center wait apply future httpcareers bloombergcom,1
train back northampton im afraid,0
life spend someone lifetime may meaningless moment spent someone really love mean life,0
sorry de went shop,0
sm auction nokia get win free auction take part send nokia hgsuitelands rowwjhl,1
k ill call im close,0
yeah get unlimited,0
sorry man account dry would want could trade back half could buy shit credit card,0
u get pic msg phone,0
lovely smell bus aint tobacco,0
day ü say ü cut ur hair paragon called hair sense ü noe much hair cut,0
yup giving problem mayb ill jus leave,0
im class get text,0
photoshop make computer shut,0
never wanted tell im short onedge late,0
aight fuck ill get later,0
around still asleep v,0
hmv bonus special pound genuine hmv voucher answer easy question play send hmv infowwwpercentrealcom,1
free tarot text find love life try free text chance free msg £,1
much gave morning,0
deep sigh miss really surprised havent gone net cafe yet get dont miss,0
anything valuable situation first getting second loosing,0
uncle atlanta wish guy great semester,0
gift trying get throw cliff something,0
hey angry reply dr,0
test earlier appreciate call tomorrow,0
im smoking people use wylie smoke much justify ruining shit,0
dear got train seat mine lower seat,0
kdo evening daurgent,0
take something pain move however side next hr see doctor,0
sorry cant take call right happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,0
pls call da happen,0
want latest video handset anytime network min half price line rental reply call delivery tomorrow,1
dad went oredi,0
babe think got ur brolly left english wil bring mrw u luv franxx,0
hmm shall bring bottle wine keep u amused joking ill still bring bottle red white see tomorrow,0
dear voucher holder claim week offer pc please go httpwwwwtlpcouktext tscs apply,1
u talking,0
waiti come ltgt min,0
hello peach cake tasts lush,0
den wat e schedule b lk sun,0
hello lover go new job happy think wake slave send teasing kiss across sea,0
hope good week checking,0
best line said love wait till day forget u day u realize u forget gn,0
ohi asked fun hahatake care ü,0
hi love go day fuck morning woke dropped cell way stair seems alright phews miss,0
want new video handset anytime network min half price line rental camcorder reply call delivery tomorrow,1
whatever juliana whatever want,0
sure ill see come bit,0
ya nice ready thursday,0
princess like make love ltgt time per night hope thats problem,0
valentine game send dis msg ur friend answer r someone really love u ques colour suit best,0
good night dear sleepwellamptake care,0
free entry £ weekly competition text word win tc wwwtxttowincouk,1
im aight wats happening side,0
haha get used driving usf man know lot stoner,0
nofew hour beforewent hair cut,0
urgent trying contact u today draw show £ prize guaranteed call land line claim c valid hr,1
certainly put thing perspective something like happens,0
school starting stay whats weather like food social support system like friend school thing important,0
dont think spatula hand,0
hey missed tm last night phone charge smile meeting friend shortly,0
tfp,1
